id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
46627748,Home in Winnipeg · ★4.96 · 1 bedroom · 1 bed · 1 bath,374292404,Samuel,,St. James,49.8819,-97.20371,Entire home/apt,62,2,23,2023-12-01,0.62,13,166,6,
50445874,Rental unit in Winnipeg · 2 bedrooms · 3 beds · 1 private bath,103768435,William,,Waverley West,49.8058,-97.1726,Private room,76,1,0,,,4,349,0,
50913428,Condo in Winnipeg · ★4.94 · 1 bedroom · 2 beds · 1 bath,17174148,Christopher,,Waverley West,49.792027,-97.196442,Entire home/apt,71,1,18,2023-11-17,0.67,4,350,6,
51028993,Home in Winnipeg · ★4.92 · 4 bedrooms · 6 beds · 1 bath,28288189,Desneige,,Fort Rouge - East Fort Garry,49.874691,-97.145607,Entire home/apt,261,1,62,2023-11-19,2.23,1,171,30,
52187154,Tiny home in Winnipeg · ★5.0 · 0 baths,20534721,Ryan,,Daniel McIntyre,49.88007,-97.18353,Entire home/apt,140,2,4,2022-02-22,0.15,1,347,0,
52240447,Home in Winnipeg · ★4.79 · 2 bedrooms · 2 beds · 1 bath,54783332,Vialux,,Fort Rouge - East Fort Garry,49.8705,-97.14484,Entire home/apt,156,3,14,2023-07-24,0.52,59,347,5,
53012750,Condo in Winnipeg · ★4.80 · 2 bedrooms · 2 beds · 2 baths,74203278,Roam,,Fort Rouge - East Fort Garry,49.89348,-97.14369,Entire home/apt,125,2,159,2023-11-26,6.28,58,0,64,
53744482,Condo in Winnipeg · ★4.73 · 2 bedrooms · 2 beds · 1 bath,204452026,Carl,,River Heights - Fort Garry,49.822,-97.1471,Entire home/apt,,1,15,2023-01-16,1.07,1,0,3,
53793889,Rental unit in Winnipeg · ★4.65 · 1 bedroom · 1 bed · 1 bath,54783332,Vialux,,Fort Rouge - East Fort Garry,49.88963,-97.14172,Entire home/apt,111,3,16,2023-09-25,0.68,59,0,7,
54405527,Townhouse in Winnipeg · ★4.56 · 4 bedrooms · 4 beds · 2 baths,54783332,Vialux,,Waverley West,49.78315,-97.18765,Entire home/apt,149,3,9,2023-10-30,0.51,59,344,4,
573314299085060687,Home in Winnipeg · ★4.57 · 3 bedrooms · 3 beds · 2 baths,78630862,Amaka,,Point Douglas,49.92004,-97.19597,Entire home/apt,80,1,51,2023-11-27,2.53,3,357,38,
623358603401293376,Condo in Winnipeg · ★4.58 · 2 bedrooms · 2 beds · 1 bath,458313730,Alex,,Fort Rouge - East Fort Garry,49.89409,-97.1409,Entire home/apt,76,2,31,2023-11-29,1.70,2,150,21,
629568853622182909,Condo in Winnipeg · ★4.82 · 2 bedrooms · 3 beds · 1 bath,283395067,Rochelle,,Point Douglas,49.9456,-97.20644,Entire home/apt,,2,22,2022-10-03,1.21,1,0,0,
1024147612440576442,Home in Winnipeg · ★New · Studio · 2 beds · 1 shared bath,515906124,Abosede,,St. Vital,49.82492164612208,-97.02764904335164,Shared room,92,1,0,,,1,89,0,
